-5.828338306388103351e-01,-1.164724712429825892e+00,1.175761589197670931e+00,-1.936648154423653123e+00
-1.375975434947481091e+00,4.223487830377099073e+00,-9.399689356114708794e-01,1.464349608645858059e+00
-2.709016648823016737e+00,1.376623589793008051e+01,-6.689594097130788342e+00,3.405855658908842898e+00
-1.106594138960072859e+00,1.392079875820621915e+01,-9.835894654256327030e+00,1.909782753367377017e+00
4.721426612053681637e+00,-1.553553516927974343e+01,4.320018543247089227e+00,-5.566273646931345631e+00
2.219672473811337809e+00,1.639859476168743280e+00,-4.342225386346679095e+00,1.716989569126335935e+00
-4.885141323900949573e+00,5.816889233565872175e+00,2.812304619337441469e+00,4.070761606066314320e-01
-3.064688158308431110e+00,8.767773598735757901e+00,-8.596431682396367124e-01,5.731095275145442258e+00
1.673500383217633836e+00,-2.656461904362282578e+00,4.071852660195935530e-02,1.256465865353420419e+00
-1.540239518801481688e+00,-1.412701582567727376e+00,4.837401392742559203e+00,3.227518020107569274e+00
-1.554731873250717378e+00,9.355963616196692811e+00,-5.700498624343329546e+00,-2.451568707788244830e-02
1.751468994193504658e+00,9.826862190015686949e+00,-1.185087995837510988e+01,-8.693627617460187862e-01
-4.011115155635197382e+00,1.169119088958461461e+01,-2.429525890663359888e+00,4.750816856151204526e+00
2.830535244181056065e+00,5.724406371711282304e+00,-1.055519953608636285e+01,-2.763426844693979589e+00
-1.029351719581693470e+00,6.328433407485460904e+00,-4.020649202701727987e+00,-8.661445227550618187e-02
-2.911416065444312196e-01,1.400750412276376444e+01,-1.153771893106708291e+01,1.158232322208110343e+00
-2.329121674200259617e-01,-2.736493041149166583e+00,1.853805704001447063e+00,-2.581721418380189537e+00
-5.134048857055341364e-02,-6.137090281706786277e-01,1.304033790278254834e+00,1.773237210448006751e+00
4.474902799745820170e-01,-1.164010807718380924e+01,9.631319444887399328e+00,2.891157305886208340e-01
3.770248317247599790e+00,-2.681449613283333644e+00,-4.297643636154984570e+00,-1.616338935987035486e+00
1.440769396008421133e+00,-2.177786192980688540e+00,4.879891342613855154e-01,2.405245004199349168e+00
-5.190184888584409073e+00,1.354869307651167176e+01,-2.435559418948404886e+00,3.653128558046836449e+00
-1.826272744696293415e+00,2.058133479126028842e+00,6.872526203190959526e-01,-1.112443069164311460e+00
3.197642404608529443e+00,2.260471738969016098e+00,-7.991971945631799912e+00,-2.472785478507614432e+00
-1.093547668695251218e+00,3.472514892207082315e+00,-8.857675711836562327e-01,1.689923656098650584e+00
-8.127029730106282157e-01,2.969165475149810884e+00,8.930603594626985997e-02,3.998473698401310283e+00
1.002041767294536756e+00,2.886615036370406173e+00,-4.298643586699292918e+00,-3.697254965885432010e-01
-1.880642406361369812e+00,-2.050137743590172867e+00,5.651480909575901102e+00,2.230882758284959078e+00
2.753866904033829499e+00,-1.660355929913510442e+00,-2.331018750802914319e+00,1.635419213621466028e+00
2.006055303844546334e+00,-1.051375499710957584e+01,5.147652555387618456e+00,-3.155728407549752479e+00
2.645388115271929408e+00,2.086475632539568359e+00,-6.045208720663691970e+00,2.604185829159295085e-01
-2.912663050245609231e+00,5.063485069985609321e+00,6.789409043798861898e-01,1.094777019962322129e+00
7.152960773434576813e-01,9.221382850027308453e-02,-2.134225626928475172e+00,-2.820444499928388193e+00
-2.611889293662167599e+00,1.293338289467535951e+01,-6.841108030125242934e+00,1.079460774107166010e+00
1.916786316427703918e+00,4.370239309248020176e-01,-4.968035117489646879e+00,-4.665497783351516325e+00
-3.438461016360405242e+00,6.181529406018866801e+00,2.920323921256369748e-01,5.086424026423409517e-01
-5.438358386930214339e-01,-7.600185608483173150e-01,1.111912772418555795e+00,-1.161827428302089293e+00
4.277146936888589178e-03,-3.463230926542983923e+00,2.091715561101326948e+00,-2.626744457492086848e+00
-3.930836079309382392e+00,1.023405333615036561e+01,-1.591067792845566542e+00,3.339747350321137898e+00
-1.458332911942632260e+00,5.878602597985250533e+00,-2.002590717033442047e+00,2.442337580176622946e+00
-3.211392880653793025e+00,6.690460492861337372e+00,4.801316836801443610e-01,3.907559609541594536e+00
4.253531829760788696e+00,3.882997870806523810e-01,-8.479324580332527006e+00,-3.715155248536836652e+00
7.384867632301305163e-01,-1.525506468341248034e+00,-6.483587705329997286e-01,-2.165945142849446281e+00
-5.541081022377416510e-01,-6.098398982231969523e-01,1.866672394732066476e+00,1.133598030628665043e+00
4.074199902097216608e+00,-7.640823905950851369e+00,-1.474170908220466814e+00,-5.094040732160353357e+00
-6.261100443658343395e-02,-3.079338223422582566e+00,3.832591449918360649e+00,3.035744968444516800e+00
7.700624755507331498e-01,6.257894481076216042e-01,-2.011097816895245138e+00,-6.920347276862782726e-01
-2.420794006381024932e+00,1.085539561539860998e+01,-5.378559510574164371e+00,6.586007011477342798e-01
8.251829362205524987e-01,-5.136551125240845117e+00,2.815793506412815006e+00,-1.213361673808921237e+00
3.170632910050750347e-02,9.387001687336541167e+00,-8.419102185380472392e+00,-1.939531540926559272e-01
7.283352513441418430e-02,7.567074737870330914e+00,-7.063515178529129024e+00,-7.150581862215351636e-01
3.987289165666134116e-01,-1.151154779414334328e+01,8.797054541447948850e+00,-2.323365374653452609e+00
2.272994037816230550e-01,-1.641884612915725405e+00,7.078693590048481532e-01,-1.351435875329186187e+00
